1,1.000E-07,1.000E-07,1.000E-07,1.000E-07,0.000E+00
2,1.000E-07,8.916E+00,3.987E+00,4.997E+00,3.384E+00
3,2.071E-02,1.361E+01,2.136E+00,3.377E+00,3.341E+00
4,2.985E+00,2.089E+01,1.244E+01,1.204E+01,4.706E+00
5,1.129E-07,8.131E+00,9.086E-01,1.506E+00,1.923E+00
6,1.649E+01,2.744E+02,1.445E+02,1.370E+02,6.614E+01
7,7.344E+00,6.296E+01,2.647E+01,2.749E+01,1.184E+01
8,2.917E+00,4.148E+01,2.201E+01,2.048E+01,9.029E+00
9,2.293E+02,2.293E+02,2.293E+02,2.293E+02,0.000E+00
10,1.002E+02,2.170E+02,1.004E+02,1.043E+02,2.129E+01
11,7.406E-05,4.000E+02,2.589E-04,5.846E+01,1.027E+02
12,1.594E+02,1.671E+02,1.614E+02,1.627E+02,1.844E+00
78.0,518.6567843729,1443.7870001,703.5518589999999,761.6500000999999,226.197
